airbnb_listing_id,url,ad_name,ad_description,space,house_rules,amenities,safety_features,number_of_bathrooms,number_of_bedrooms,number_of_beds,latitude_details,longitude_details,check_in,check_out,number_of_guests,number_of_reviews,cleaning_fee,owner_id,aquisition_date_details,star_rating,picture_count,min_nights,guest_satisfaction_overall,listing_type,can_instant_book,is_professional,accuracy_rating,checkin_rating,cleanliness_rating,communication_rating,location_rating,value_rating,is_new_listing,is_guest_favorite,latitude,longitude,suburb,country,state,city,aquisition_date_mesh,qtd_registros,qtd_datas_distintas,price_min,price_max,price_medio,price_mediano,primeiro_preco,ultimo_preco,acima_p99
1153593997091090463,https://www.airbnb.com.br/rooms/1153593997091090463,Para 8 hóspedes a 2 quadras do mar Ks1145,"Desfrute do conforto e da comodidade em nosso espaçoso apartamento no Condomínio Alphaville, a apenas duas quadras da praia de Itapema. Com capacidade para até 8 hóspedes, nosso alojamento oferece uma estadia relaxante. Aproveite tudo que o a região oferece com uma localização privilegiada com fácil acesso ao comércio local.<br /><br />","<br />Principais Características:<br /><br />-Internet: Velocidade de 250MB.<br /><br />-Sala com televisão, TV box e Playstation para entretenimento. <br /><br />-Cozinha equipada com utensílios e eletrodomésticos essenciais para preparar suas refeições favoritas.<br /><br />-Suíte e quarto 2: ambos possuem uma cama de casal e uma de solteiro e ar-condicionado em cada.<br /><br />-Quarto 3: possui uma cama de casal e ar-condicionado.<br /><br />-Banheiros: possuem chuveiros elétricos para banhos relaxantes.<br /><br />-Churrasqueira privativa para desfrutar de ótimos momentos em conjunto.<br /><br />-Estacionamento: disponibilizamos uma vaga para estacionar seu carro.<br /><br /><b>Outras observações</b><br />LEIA COM ATENÇÃO: (1) os Anfitriões de Aluguel requerem preenchimento mandatório de ficha cadastral fora do Airbnb para todos os hóspedes após o fechamento da reserva; (2) festas e eventos sociais (principalmente noturnos) não são permitidos nas acomodações, apenas os hóspedes cadastrados podem circular no imóvel; (3) observar silêncio das 22h00 até às 8h00; (4) é proibido fumar e/ou utilizar drogas ilícitas dentro e fora das acomodações; (5) não aceitamos animais de estimação. O não cumprimento das regras da casa são razões para encerrar sua estadia imediatamente e/ou realizar a cobrança por quaisquer danos, limpezas extras e multas causadas pela quebra destas regras","[""Máximo de 8 hóspedes"", ""Não é permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Secador de cabelo"", ""Máquina de Lavar"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Torradeira"", ""Estacionamento incluído"", ""Elevador"", ""Estadias de longa duração são permitidas"", ""Self check-in"", ""Funcionários do edifício""]","[""Não é adequado para crianças ou bebês""]",2.0,3,5,0.0,0.0,Check-in: 15:00 - 22:00,Checkout antes das 10:00,8,0,0.0,25087975,2025-01-13 02:57:17.000,0.0,0,0,0,apartamento,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,-27.133798599243164,-48.598392486572266,Meia Praia,Brasil,Santa Catarina,Itapema,2024-05-20 19:01:43.129,,,,,,,,,
639163267116212627,https://www.airbnb.com.br/rooms/639163267116212627,Quarto e banheiro exclusivo - Apto Compartilhado,"Curta uma experiência especial neste lugar bem-localizado. Quarto com cama casal e banheiro privativo com chuveiro a gás em apartamento no bairro Morretes, em frente a praia de meia-praia. Fica a 5 minutos de meia praia, com fácil acesso a BR 101, centro, praia, supermercados e serviços. Possui vaga de garagem. A área comum tem uma linda vista para o mar. Local equipado, com wi-fi e ar-condicionado, cortinas com black out.  Boa estadia!<br /><br />","<br />O apartamento possui dois quartos, sendo 01 suíte dos proprietários (Tiago e Diogo) e o quarto de visitas com 01 banheiro (social, que fica de uso exclusivo dos hóspedes).<br /><br />","[""Máximo de 2 hóspedes"", ""Não é permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Produtos de limpeza"", ""Sabonete para o corpo"", ""Bidê"", ""Água quente"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Blackout nas cortinas"", ""Local para guardar as roupas"", ""Livros e material de leitura"", ""Ar-condicionado split"", ""Ventiladores portáteis"", ""Tranca na porta do quarto"", ""Câmeras de segurança na parte externa da propriedade"", ""Extintor de incêndio"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Freezer"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira"", ""Torradeira"", ""Assadeira"", ""Liquidificador"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia (à beira-mar)"", ""Lavanderia nas proximidades"", ""Estacionamento gratuito em garagem na propriedade: 1 vaga"", ""Estacionamento gratuito na rua"", ""Elevador"", ""O anfitrião recebe você""]","[""Não é adequado para crianças de 2 a 12 anos""]",1.0,1,1,0.0,0.0,Check-in: 14:00 - 23:00,Checkout antes das 12:00,2,23,0.0,13675693,2025-01-13 02:57:23.000,5.0,33,0,5,outros,,,5.0,5.0,5.0,5.0,5.0,4.960000038146973,,True,-27.11508,-48.60987,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2022-07-11 18:11:37.000,8.0,8.0,100.0,100.0,100.0,100.0,100.0,100.0,False
794092172388379022,https://www.airbnb.com.br/rooms/794092172388379022,Quarto para 2 pessoas,Abrace a simplicidade neste lugar tranquilo e bem-localizado a 2 minutos a pé da praia de itapem,,"[""Máximo de 2 hóspedes"", ""Não é permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Fotografia comercial permitida"", ""É permitido fumar""]","[""Produtos de limpeza"", ""Sabonete para o corpo"", ""Roupa de cama"", ""Varal para secar roupas"", ""Ventilador de teto"", ""Tranca na porta do quarto"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Itens básicos de cozinha"", ""Mesa de jantar"", ""Acesso à praia (à beira-mar)"", ""Estacionamento incluído"", ""É permitido deixar as malas"", ""Permitido fumar""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",1.0,1,1,0.0,0.0,Check-in: 20:00 - 22:00,Checkout antes das 19:00,2,2,0.0,475671481,2025-01-13 02:57:23.000,5.0,9,0,5,outros,False,False,5.0,5.0,5.0,5.0,5.0,5.0,False,False,-27.0940494537,-48.6120910645,Centro,Brasil,Santa Catarina,Itapema,2023-06-26 19:14:29.000,,,,,,,,,
568211772680384095,https://www.airbnb.com.br/rooms/568211772680384095,Apartamento à 600mt da praia,Venha aproveitar o verão na praia,,"[""Máximo de 4 hóspedes""]","[""TV"", ""Alarme de monóxido de carbono"", ""Wi-Fi"", ""Cozinha"", ""Estacionamento incluído""]","[""Não há alarme de fumaça"", ""Detector de monóxido de carbono instalado""]",1.0,2,2,0.0,0.0,Check-in após 15:00,,4,0,0.0,443634362,2025-01-13 02:56:10.000,0.0,12,0,0,apartamento,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,-27.0919208527,-48.61743927,Casa Branca,Brasil,Santa Catarina,Itapema,2023-06-26 19:13:20.000,,,,,,,,,
32420779,https://www.airbnb.com.br/rooms/32420779,Apartamento Temporada Meia Praia Itapema,"Ótimo apartamento, com 3 dormitórios, sendo 2 suítes.<br />Duas amplas sacadas.<br />Área de serviço externa.<br />Churrasqueira coberta (área externa)<br />2 vagas de garagem para veículos grandes<br />Wi-fi<br />Smart-tv<br /><br /><br />Acomoda até 12 pessoas<br /><br />","<br />Apartamento muito amplo, próximo da avenida principal. Com distância aproximada até a praia de 150 metros.<br /><br />","[""Máximo de 11 hóspedes"", ""Permitido animais de estimação"", ""É permitido fumar""]","[""Máquina de Lavar"", ""Cabides"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: guarda-roupa"", ""TV com TV a cabo"", ""Ar-condicionado"", ""Ventiladores portáteis"", ""Extintor de incêndio"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Cafeteira"", ""Utensílios para churrasco"", ""Pátio ou varanda (Privativa)"", ""Quintal"", ""Churrasqueira"", ""Estacionamento incluído"", ""Elevador"", ""Permitido animais"", ""Permitido fumar"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",3.0,3,3,0.0,0.0,Check-in após 14:00,Checkout antes das 10:00,11,2,0.0,243485816,2025-01-13 02:56:16.000,5.0,19,0,5,apartamento,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,-27.13891,-48.59572,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,,,,,,,,,
30318398,https://www.airbnb.com.br/rooms/30318398,Aluguel Diária ITAPEMA-SC,"Próximo a praia Media de 300 metros<br />Supermercado próximo<br />Próximo a Havan <br />Dois quartos com suítes  E ar condicionado em ambos<br />Churrasqueira integrada<br /><br /><b>Outras observações</b><br />Contem Cobertores para ambos os quartos,travesseiros comuns para ambos os quartos.Ar condicionado em ambos os quartos",,"[""Máximo de 6 hóspedes"", ""Permitido animais de estimação"", ""Não são permitidas festas ou eventos""]","[""Máquina de Lavar"", ""Secadora"", ""Básico"", ""Cabides"", ""Ferro de passar"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Cozinha"", ""Entrada privada"", ""Estacionamento incluído"", ""Elevador"", ""Permitido animais"", ""O anfitrião recebe você""]","[""Não há alarme de monóxido de carbono"", ""Não há alarme de fumaça""]",2.0,2,7,0.0,0.0,Check-in: 14:00 - 23:00,Checkout antes das 11:00,6,0,0.0,227684144,2025-01-13 02:56:18.000,0.0,12,0,0,apartamento,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,-27.12196,-48.61805,Morretes,Brasil,Santa Catarina,Itapema,2021-11-04 15:51:02.709,,,,,,,,,
44890294,https://www.airbnb.com.br/rooms/44890294,Frente mar! Ótimo Apartamento,Não disponibilizamos roupa de cama,,"[""Máximo de 7 hóspedes"", ""Permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Não é permitido fotografia comercial"", ""Proibido fumar""]","[""Vista para o mar"", ""Vista para a praia"", ""Vista para o oceano"", ""Máquina de Lavar"", ""Ferro de passar"", ""Conexão à Ethernet"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Utensílios para churrasco"", ""Acesso à praia (à beira-mar)"", ""Estacionamento gratuito em garagem na propriedade"", ""Elevador"", ""Permitido animais"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",2.0,3,4,0.0,0.0,Check-in: 14:00 - 18:00,Checkout antes das 10:00,7,80,0.0,220836478,2025-01-13 02:56:18.000,4.949999809265137,24,0,4,apartamento,,,4.960000038146973,4.960000038146973,4.880000114440918,4.940000057220459,5.0,4.889999866485596,,True,-27.1294174194336,-48.59959411621094,Meia Praia,Brasil,Santa Catarina,Itapema,2024-05-20 19:01:51.742,2.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,False
1001366525682248434,https://www.airbnb.com.br/rooms/1001366525682248434,Melhor AP 3 suite reto ao shopping russi e russi,"Este lugar único tem um estilo próprio.<br /><br />Tire suas Férias na praia mais Linda do Mundo …. Bem Vindo a Itapema , Prédio novo com 3 suítes living amplo sacada cabe a família e amigos , para curtir E celebrar momentos únicos , ambientes totalmente climatizados e equipados",,"[""Máximo de 10 hóspedes"", ""Permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Fotografia comercial permitida"", ""É permitido fumar""]","[""Secador de cabelo"", ""Máquina de Lavar"", ""Ferro de passar"", ""TV"", ""Ar-condicionado"", ""Detector de fumaça"", ""Extintor de incêndio"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Acesso à praia (à beira-mar)"", ""Churrasqueira"", ""Estacionamento incluído"", ""Permitido animais"", ""Permitido fumar"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça instalado""]",4.0,3,3,0.0,0.0,Check-in após 14:00,Checkout antes das 09:00,10,0,250.0,407897673,2025-01-13 02:21:20.000,0.0,16,0,0,apartamento,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,-27.13235092163086,-48.605735778808594,Meia Praia,Brasil,Santa Catarina,Itapema,2023-10-24 16:56:10.574,,,,,,,,,
1262383729665263313,https://www.airbnb.com.br/rooms/1262383729665263313,"3 Suítes, 2 vagas, Alto Padrão, 2 minutos da Praia","- Apartamento 3 suítes aconchegantes, alto padrão <br />- 5 Ar condicionados, em todos quartos, na sala de estar e jantar<br />- 250 metros do mar, ótima posição solar<br />- 12º andar, 02 elevadores<br />- 2 vagas de garagem. serve 1 camionete + 1 sedan<br />- Roupas de cama e toalhas de banho<br />- Wifi<br />- Sacada com churrasqueira + kit churrasco<br />- Cozinha e lavanderia completas (Louças, talheres e panelas)<br />- Próximo de mercado, restaurantes, bares, farmácia <br />- Quartos com rede de proteção<br />- Animais não são permitidos<br /><br />","<br />Suíte 1: 1 cama de casal + 1 colchão solteiro + closet<br />Suíte 2: 1 cama de casal + 1 colchão solteiro <br />Suíte 3: 1 cama de casal + 1 colchão casal<br />Todos os quartos possuem ar condicionado e contam com travesseiros, roupas de cama e toalhas de banho<br /><br /><b>Outras observações</b><br />Nossos diferenciais:<br />- Limpeza de qualidade, somos detalhistas nas faxinas<br />- Buscamos hospedar com excelência, pensamos no seu bem-estar<br />- Suporte 24 horas, precisando é só chamar<br />- Manutenções em dia, tudo funciona bem!<br />- Inclusão de roupas de cama e toalhas sem custo adicional<br />- Enviamos o manual do hóspede, onde constam dicas da cidade, pontos turisticos e alimentaçã","[""Máximo de 10 hóspedes"", ""É permitido fumar""]","[""Secador de cabelo"", ""Sabonete para o corpo"", ""Máquina de Lavar"", ""Secadora"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Cobertores e travesseiros extras"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas"", ""TV"", ""Cadeira alta"", ""Banheira de bebê"", ""Rede/grade de proteção nas janelas"", ""Ar-condicionado"", ""Aquecimento"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Lava-louças"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira"", ""Taças de vinho"", ""Torradeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Acesso à praia (à beira-mar)"", ""Churrasqueira"", ""Estacionamento incluído"", ""Elevador"", ""Permitido fumar"", ""Self check-in"", ""Teclado numérico""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",4.0,3,4,0.0,0.0,Check-in após 14:00,Checkout antes das 10:00,10,8,450.0,378513320,2025-01-13 02:21:22.000,5.0,0,0,5,apartamento,False,True,5.0,5.0,5.0,5.0,5.0,5.0,,True,-27.13753432713767,-48.59617186256561,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-21 19:01:21.683,,,,,,,,,
778842002947876931,https://www.airbnb.com.br/rooms/778842002947876931,"Meia Praia, 2 quartos - Res. Santa Maria","✨Residencial Santa Maria ✨<br /><br />📌Rua 252, 225, Meia Praia ,Itapema SC. <br /><br />👌🏻Totalmente mobiliado e decorado <br /><br />🛌 1 suíte com cama de casal e 1 colchão de solteiro <br /><br />🛏 1 quarto com cama de casal e colchão solteiro reserva <br /><br />🚘🚖 2 vagas de garagem individuais <br /><br />🥩🍗churrasqueira a carvão na sacada com reike <br /><br />👆🏻localizado na Rua do shopping Russi Russi <br /><br />Pertinho do mar <br /><br />📺 TV smart <br /><br />🙌🏻 capacidade para 6 pessoas <br /><br />Taxa de limpeza de R$ 250,00<br />💫💫💫💫",,"[""Máximo de 6 hóspedes"", ""Permitido animais de estimação"", ""Não são permitidas festas ou eventos""]","[""Máquina de Lavar"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Cozinha"", ""Churrasqueira"", ""Estacionamento incluído"", ""Permitido animais""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",2.0,2,2,0.0,0.0,Check-in: 14:00 - 21:00,Checkout antes das 09:00,6,1,250.0,489737906,2025-01-13 02:21:23.000,4.0,16,0,4,apartamento,False,False,4.0,5.0,5.0,5.0,5.0,5.0,False,False,-27.1299991607666,-48.60300064086914,Meia Praia,Brasil,Santa Catarina,Itapema,2023-02-08 15:37:30.000,,,,,,,,,
15732070,https://www.airbnb.com.br/rooms/15732070,Apto de Luxo a 20 metros da praia.,"Lindo apartamento na quadra mar de 3 quartos com ar condicionado, sendo duas suítes(ar na sala também) para 6 pessoas.<br />Possui churrasqueira, todos eletrodomésticos necessários para aproveitar o local. <br />Acabamento de luxo em mobílias e decorações.<br />Área de serviço com máquina de lavar e secar.<br />Tv a cabo e Wifi.<br />Restaurantes e supermercados perto. <br />1 Vaga de Garagem privativa.<br /><br />",<br />Ambiente familiar e calmo,"[""Máximo de 6 hóspedes"", ""Não é permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Secador de cabelo"", ""Xampu"", ""Sabonete para o corpo"", ""Água quente"", ""Máquina de Lavar"", ""Secadora"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Cobertores e travesseiros extras"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: guarda-roupa"", ""TV de alta definição de 55 polegadas com TV a cabo premium, TV a cabo, Netflix"", ""Cadeira alta"", ""Ar-condicionado"", ""Aquecimento"", ""Detector de fumaça"", ""Alarme de monóxido de carbono"", ""Extintor de incêndio"", ""Kit de primeiros socorros"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Freezer"", ""Lava-louças"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira"", ""Torradeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Café"", ""Vista para as águas"", ""Acesso à praia compartilhado — à beira-mar"", ""Entrada privada"", ""Estacionamento incluído"", ""Estadias de longa duração são permitidas"", ""O anfitrião recebe você""]","[""Detector de monóxido de carbono instalado"", ""Detector de fumaça instalado""]",3.0,3,4,0.0,0.0,Check-in após 15:00,Checkout antes das 10:00,6,40,240.0,101640501,2025-01-13 02:21:23.000,4.949999809265137,17,0,4,apartamento,False,False,4.880000114440918,4.949999809265137,4.949999809265137,5.0,4.75,4.849999904632568,False,False,-27.144,-48.587,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,100.0,63.0,750.0,790.0,769.668333,766.5,790.0,750.0,False
984846668146064982,https://www.airbnb.com.br/rooms/984846668146064982,Casa do lago perto da praia.,"Descanse com sua família neste espaço tranquilo perto da natureza. Ele está localizado em um local tranquilo, perto da praia e dentro do bairro. <br />Distâncias:<br />600m da praia da Ilhota, 5 km do centro de Itapema, 9 km de Balneário Camboriú, 25 km de Bombinhas, 45 km de Penha (Beto Carrero World).<br />A casa tem wi-fi, TV Smart TV de 55"", todos os quartos tem 4 ar-condicionado , tem 1 ventilador portátil, roupas de cama, toalhas de banho por pessoa.<br /><br />","<br />A casa possui dois pavimentos, segue descrição de cada andar:<br /><br />---Andar superior:<br />Possui 3 quartos, sendo:<br />- 1 Quarto suíte com cama de casal, closet, TV, ar-condicionado e sacada com vista para o lago.<br />- 1 Quarto suíte com cama de casal e ar-condicionado.<br />- 1 Quarto com cama casal, ar-condicionado e sacada com vista para o lago (sem banheiro)<br />- 1 Banheiro social.<br /><br />---Andar térreo possui: <br />- 1 cozinha ampla e com eletrodomésticos:  liquidificador, sanduicheira, micro-ondas, air fryer,  geladeira, fogão cooktop com 5 bocas, <br />- 1 sala de jantar com lavabo, <br />- 1 sala de TV (Smart TV de 55 polegadas e vários canais);<br />- 1 Quarto suíte com cama de casal e ar-condicionado.<br /><br />OBS: Possuímos mais dois colchões de solteiro, internet  Wi Fi, 1 jogo de lençol e manta por quarto.<br /> <br />- Área gourmet com cozinha semi-mobiliada, churrasqueira a carvão, fogão a lenha, geladeira, som ambiente instalado no teto que aceita bluetooth e pendrive. <br />- Lavabo.<br /><br />-Lavanderia com máquina de lavar e tanquinho.<br /><br />- Vagas de garagem coberta para 2 carros e vagas descobertas para mais carros.<br /><br />O local possui um lago com peixes e ele é razoavelmente fundo por isso alertamos ter  MUITO CUIDADO COM CRIANÇAS.<br /><br />","[""Máximo de 10 hóspedes"", ""Não é permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Não é permitido fotografia comercial"", ""Proibido fumar""]","[""Vista para o jardim"", ""Vista para o lago"", ""Chuveiro externo"", ""Água quente"", ""Máquina de lavar na acomodação por Gratuito"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: closet e guarda-roupa"", ""TV"", ""Ar-condicionado split"", ""Ventiladores portáteis"", ""Wi-Fi"", ""Cozinha"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão a gás"", ""Forno de aço inoxidável"", ""Torradeira"", ""Assadeira"", ""Liquidificador"", ""Lixeira compactadora"", ""Mesa de jantar"", ""Acesso ao lago"", ""Entrada privada"", ""Quintal compartilhado — totalmente cercado"", ""Área de jantar externa"", ""Churrasqueira"", ""Estacionamento incluído"", ""O anfitrião recebe você""]","[""Não é adequado para crianças ou bebês"", ""Local alto sem parapeito ou proteção"", ""Lago, rio, outro corpo d'água próximo""]",5.0,4,4,0.0,0.0,Check-in após 15:00,Checkout antes das 11:00,10,4,300.0,535450839,2025-01-13 02:21:24.000,5.0,56,0,5,casa,False,False,5.0,5.0,4.5,5.0,5.0,5.0,False,False,-27.06100082397461,-48.59999847412109,Ilhota,Brasil,Santa Catarina,Itapema,2023-10-24 16:54:19.614,151.0,53.0,896.0,1333.0,1021.610372847682,974.3333,975.0,1247.0,False
10812059,https://www.airbnb.com.br/rooms/10812059,"3 suítes na Meia Praia, Churrasqueira com Vista","Apartamento novo, bem iluminado e ventilado. Curta um churrrasco com vista para o mar, e descanse em uma das 3 suítes com ar condicionado. Coloque seus dois carros na garagem e curta uma praia tranquilo.<br /><br />","<br />Apartamento novo, bem iluminado e ventilado. Curta um churrrasco com vista para o mar, e descanse em uma das 3 suítes com ar condicionado. Coloque seus dois carros na garagem e curta uma praia tranquilo. 200m da praia, 150m do McDonald's, 80m do Burguer King, bancos, farmácia, padaria e supermercado, faça tudo a pé. Querendo aproveitar outras praias, está numa posição estratégica perto de Bombinhas, Canto Grande, Mariscal, Sepultura, Lagoinha, Estaleirinho, Taquaras e Balneário Camboriú. 50min do aeroporto de Florianópolis e 45min de Navegantes.<br /><br />","[""Máximo de 8 hóspedes"", ""Permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Fotografia comercial permitida"", ""É permitido fumar""]","[""Vista para o mar"", ""Vista para a praia"", ""Secador de cabelo"", ""Produtos de limpeza"", ""Sabonete Dove para o corpo"", ""Chuveiro externo"", ""Água quente"", ""Máquina de lavar na acomodação por Gratuito"", ""Secadora na acomodação por Gratuito"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Cobertores e travesseiros extras"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: guarda-roupa e cômoda"", ""TV de alta definição de 42 polegadas com Amazon Prime Video"", ""Livros e material de leitura"", ""Livros e brinquedos infantis para crianças de 2 a 5 anos de idade"", ""Banheira de bebê: disponível mediante solicitação"", ""Pratos e talheres para crianças"", ""Rede/grade de proteção nas janelas"", ""Protetores de tomada"", ""Recomendações de babás"", ""Ar-condicionado split"", ""Aquecedor split"", ""Extintor de incêndio"", ""Wi-Fi: 31 Mbps"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Geladeira Panasonic "", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Freezer"", ""Lava-louças"", ""Fogão a gás Electrolux"", ""Forno duplo Electrolux  de aço inoxidável"", ""Chaleira de água quente"", ""Taças de vinho"", ""Assadeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia compartilhado"", ""Entrada privada"", ""Lavanderia nas proximidades"", ""Pátio ou varanda (Privativa)"", ""Churrasqueira"", ""Itens básicos de praia"", ""Estacionamento gratuito em garagem na propriedade: 2 vagas"", ""Estacionamento gratuito na rua"", ""Elevador"", ""Estacionamento pago fora da propriedade"", ""Permitido animais"", ""É permitido deixar as malas"", ""Permitido fumar"", ""Limpeza disponível durante a estadia"", ""O anfitrião recebe você""]","[""Não há alarme de monóxido de carbono"", ""Não há alarme de fumaça""]",3.0,3,3,0.0,0.0,Check-in flexível,Checkout antes das 13:00,8,10,280.0,55925003,2025-01-13 02:21:24.000,5.0,22,0,5,apartamento,False,False,5.0,4.889999866485596,5.0,4.900000095367432,5.0,4.599999904632568,,True,-27.09635,-48.61841,Centro,Brasil,Santa Catarina,Itapema,2022-12-19 12:44:52.000,,,,,,,,,
1281153546154125196,https://www.airbnb.com.br/rooms/1281153546154125196,Apartamento à beira mar Itapema,"<b>Outras observações</b><br />Incluso: roupa de cama, travesseiros, cobertas e panos de prato. NÃO INCLUSO: toalhas de banho e de rosto",,"[""Máximo de 6 hóspedes"", ""Não é permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Não é permitido fotografia comercial"", ""Proibido fumar""]","[""Máquina de Lavar"", ""TV"", ""Ar-condicionado"", ""Câmeras de segurança na parte externa da propriedade"", ""Extintor de incêndio"", ""Wi-Fi"", ""Cozinha"", ""Acesso à praia (à beira-mar)"", ""Churrasqueira"", ""Estacionamento incluído""]","[""Câmeras de segurança na parte externa da propriedade"", ""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",2.0,2,2,0.0,0.0,Check-in após 14:00,Checkout antes das 12:00,6,0,0.0,660176941,2025-01-13 02:21:24.000,0.0,0,0,0,apartamento,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,-27.11612495826933,-48.60899604856968,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:06:11.238,,,,,,,,,
