airbnb_listing_id,qtd_registros,qtd_datas_distintas,price_min,price_max,price_medio,price_mediano,primeiro_preco,ultimo_preco,acima_p99
1042032092670718662,72,29,385.0,495.0,411.5138888888889,402.0,495.0,402.0,False
1043497443334655968,42,42,870.0,888.6667,870.8373023809525,870.0,870.0,886.5,False
1043599286749467076,62,62,343.0,961.0,501.05645161290323,402.25,500.0,343.0,False
1044223371798078486,70,70,600.0,1300.0,801.0714285714286,800.0,1300.0,600.0,False
1044458170286255125,138,55,700.0,1250.0,1013.1986724637682,1100.0,1250.0,700.0,False
1045077329214831775,31,31,800.0,800.0,800.0,800.0,800.0,800.0,False
1045459185575382038,248,93,350.0,1000.0,550.9274193548387,550.0,500.0,350.0,False
1045520246239520927,148,81,900.0,1021.5,951.4561493243244,953.57145,900.0,1000.0,False
1045592510645908121,65,65,450.0,622.0,502.9846153846154,500.0,450.0,500.0,False
1045916135727198441,150,59,560.0,1023.0,688.6816673333334,650.0,850.0,560.0,False
1046547202929220520,147,59,315.0,600.0,415.1524942857143,412.5,432.0,359.5,False
1047723626454445067,269,104,1175.0,1750.0,1637.7726156133829,1750.0,1567.5,1750.0,False
1048804459244346908,205,82,630.0,1200.0,709.6292682926829,700.0,1200.0,800.0,False
1049417084065072931,18,12,600.0,717.0,646.25,647.25,600.0,717.0,False
1050857413300266721,150,58,471.0,1210.0,673.5866666666667,575.0,836.0,471.0,False
1052110098791057231,101,53,471.0,1403.0,673.7920792079208,575.0,660.0,1403.0,False
1052490589225547467,174,67,585.0,881.0,709.3215994252873,719.125,720.0,700.0,False
1053030252161966865,83,83,252.0,320.0,276.72289156626505,280.0,280.0,280.0,False
1053132609735844516,33,11,600.0,1200.0,956.060606060606,1000.0,1000.0,600.0,False
1053425333694349352,48,48,150.0,260.0,195.72916666666666,185.0,260.0,180.0,False
1053522951026570547,208,86,499.0,1375.0,670.247275,659.55,850.0,606.0,False
1053625763515857065,72,72,299.0,761.0,494.7997694444445,450.0,580.0,399.66666,False
1053851019443958006,243,90,430.0,750.0,575.9787374485596,520.0,750.0,500.0,False
1054265461023254222,166,67,350.0,904.0,534.0240963855422,500.0,800.0,350.0,False
1055163452693752832,173,72,500.0,833.5,557.5115606936416,500.0,800.0,500.0,False
1056816282920055514,169,63,540.0,756.0,564.56410295858,540.0,756.0,540.0,False
1056827534457537585,235,92,249.0,549.0,359.83156038297875,349.0,399.0,303.0,False
1057137469420115073,184,78,471.0,1650.0,720.0122282608696,575.0,935.0,825.0,False
1057964852411462810,204,77,250.0,450.0,342.8186274509804,300.0,450.0,275.0,False
1058193595817353204,89,33,300.0,600.0,394.5561797752809,400.0,600.0,300.0,False
1058777213156843238,47,26,341.0,621.0,443.0851063829787,360.0,621.0,341.0,False
1060712994513047104,188,78,299.0,605.0,448.09973404255317,427.0,599.0,399.0,False
1062221285605590578,135,82,500.0,950.0,589.3841266666666,500.0,950.0,500.0,False
1062615116593634676,150,66,400.0,650.0,441.02,400.0,650.0,500.0,False
1063807278503566143,160,67,299.0,689.0,486.825,485.0,689.0,299.0,False
1066545050089987954,186,81,400.0,700.0,471.7204301075269,400.0,500.0,400.0,False
1067320906990424780,156,61,471.0,990.0,614.2532051282051,538.25,867.0,836.0,False
1070343877574441166,33,22,200.0,500.0,317.5,300.0,500.0,300.0,False
1074031328011239995,178,102,1200.0,2500.0,1856.7724719101125,2000.0,2000.0,1500.0,True
1074829679064875721,6,6,749.0,749.0,749.0,749.0,749.0,749.0,False
1075444278753674442,45,45,275.0,796.0,600.4666666666667,650.0,275.0,450.0,False
1075503699104403085,69,69,800.0,1400.0,995.968115942029,800.0,1200.0,800.0,False
1077396104359577731,39,20,550.0,700.0,603.0213666666666,600.0,700.0,550.0,False
1081972140987250431,162,63,471.0,1403.0,672.408950617284,586.0,770.0,1403.0,False
1082133757143221839,25,17,1200.0,1305.5,1211.253336,1200.0,1200.0,1200.0,False
1082746592587689161,44,44,390.0,975.0,591.6477272727273,390.0,975.0,390.0,False
1083196219974177016,57,57,315.0,439.0,333.7543859649123,315.0,315.0,350.0,False
1083301106167776779,71,30,430.0,530.0,481.6901408450704,477.0,530.0,430.0,False
1083424325445690046,54,54,500.0,790.0,602.6234574074074,550.0,635.0,552.5,False
1083633025910461931,46,46,210.0,500.0,314.1304347826087,310.0,350.0,210.0,False
1084601543056055517,63,63,1300.0,1649.0,1357.079365079365,1400.0,1649.0,1400.0,False
1085437829031467755,77,45,500.0,1000.0,690.3572514285714,600.0,1000.0,500.0,False
1086855144095843601,68,68,250.0,1000.0,493.20833323529416,490.0,560.0,268.0,False
1088251024341369589,20,14,550.0,700.0,612.5,600.0,650.0,700.0,False
1091408953130822622,48,48,280.0,520.0,310.625,280.0,440.0,280.0,False
10982940,75,75,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,False
1100720037663116812,155,66,616.0,1980.0,1099.7048387096775,980.0,748.0,752.0,False
1100991386372756521,252,95,750.0,1200.0,826.0555555555555,800.0,750.0,750.0,False
11044577,55,55,295.0,464.5,384.6154545454546,378.0,419.0,295.0,False
1111626053814730010,172,70,502.0,1403.0,716.0726744186046,612.0,1029.0,1403.0,False
1124052077567202180,23,20,700.0,1200.0,880.2608695652174,700.0,700.0,1200.0,False
1125970477826966385,174,68,396.0,1155.0,634.6628350574713,575.0,586.0,733.3333,False
1131810056799937593,207,81,575.0,1403.0,775.5664251207729,680.0,753.0,1403.0,False
1137698308528017474,132,53,471.0,1210.0,707.5915401515151,650.25,770.0,1122.0,False
1139831117529014384,213,82,480.0,1100.0,625.9906103286385,610.0,640.0,480.0,False
1147824179020677628,113,49,330.0,660.0,466.3407079646018,440.0,660.0,440.0,False
11508986,13,13,324.0,373.0,348.7307692307692,354.0,366.0,373.0,False
1153493820067017135,144,57,319.75,585.0,405.34953680555554,396.25,504.0,524.75,False
1153552657765472365,78,35,297.0,574.0,393.9679492307692,344.75,477.0,487.5,False
11567423,169,67,690.0,1020.0,856.9881656804733,790.0,1020.0,697.0,False
1161796266594364332,38,31,250.0,500.0,460.5263157894737,450.0,500.0,450.0,False
1161927707286622818,85,38,190.0,317.0,235.59095211764702,246.0,291.0,228.0,False
1163772289534164479,171,68,1530.0,2712.5,1810.4795321637428,1700.0,2500.0,1700.0,True
1171049670344322120,61,61,599.0,1099.0,678.1803278688525,599.0,669.0,799.0,False
1173260792743932663,94,36,922.0,1412.0,1113.5992936170212,1109.0,1183.0,1399.0,False
1174263938200349649,239,89,400.0,1200.0,568.8507665271966,500.0,483.0,512.0,False
1179103047052148475,103,47,543.0,990.0,686.2233009708738,640.5,990.0,941.0,False
1181723518413479765,86,86,400.0,800.0,524.3837209302326,450.0,600.0,400.0,False
1181933658424522281,192,77,293.0,523.0,387.06814249999996,374.16667,317.0,523.0,False
1181944920258781413,216,87,317.0,523.0,391.5123458333333,374.5,457.0,523.0,False
1181971107577983158,200,81,308.0,523.0,388.1420835,372.0,383.0,523.0,False
1182018398755268829,178,73,508.5,990.0,711.1587078651686,644.0,713.0,784.0,False
1182028381058524086,142,70,418.0,902.0,608.5751176056339,598.75,539.0,623.3333,False
1182040498646675653,163,66,519.0,1196.0,721.9340490797546,644.0,891.0,575.0,False
1182043782165637473,192,75,418.0,902.0,597.9548614583333,592.33335,539.0,660.0,False
1182070530301053205,174,76,418.0,902.0,598.0665712643678,575.0,539.0,623.3333,False
1182188163181410725,82,82,597.0,2000.0,934.5365853658536,850.0,850.0,1500.0,False
1183418487997408853,160,63,418.0,902.0,597.14895875,575.0,674.0,660.0,False
1184078920130796920,70,70,250.0,700.0,414.3142857142857,407.5,300.0,400.0,False
1184152596221501552,197,81,418.0,902.0,598.165821319797,601.0,674.0,660.0,False
1187061700423806804,196,75,418.0,902.0,608.5170071428572,608.0,641.0,660.0,False
1187558666042801587,169,71,421.0,1210.0,648.9082840236687,564.0,768.0,770.0,False
1187772975255244525,170,67,293.0,526.0,397.9529414117647,384.0,380.0,517.6667,False
1188323084225041810,185,73,418.0,902.0,601.8693691891892,599.5,616.0,623.3333,False
1188339469325210376,186,73,418.0,895.75,604.3319897849462,601.0,539.0,660.0,False
1188476386889166335,193,79,418.0,902.0,599.7974958549223,607.0,616.0,623.3333,False
1189331897618015345,207,86,508.5,990.0,719.632447826087,693.0,990.0,773.3333,False
1191261348067720296,168,67,508.5,990.0,702.053075,644.0,713.0,784.0,False
1191386301072209798,180,73,418.0,782.0,593.15463,600.0,674.0,549.0,False
1192836728602105901,189,77,418.0,895.75,594.9351857142857,600.0,539.0,660.0,False
1193347652334673191,169,66,533.0,1820.0,959.2254437869823,1025.0,1025.0,533.0,False
1193414131980072087,160,66,508.5,935.0,686.7645825,627.0,634.0,784.0,False
1193496259129259761,221,86,508.5,990.0,720.6557312217194,723.0,864.0,773.3333,False
1193657356522503551,70,70,702.0,864.0,727.4571428571429,702.0,864.0,702.0,False
1195858349379362032,153,65,280.0,1219.5,864.7156862745098,945.0,850.0,303.0,False
1197121947398131654,168,73,352.0,523.0,398.0967261904762,383.0,418.0,523.0,False
1197195878719681680,189,76,333.0,526.0,400.62522084656086,384.0,457.0,517.6667,False
1198703061430420363,93,40,253.0,646.0,391.2956989247312,400.0,400.0,500.0,False
1199996219082185363,165,65,100.0,350.0,227.88484848484848,200.0,350.0,150.0,False
1203075817950465589,87,72,1400.0,1540.0,1411.3793103448277,1400.0,1520.0,1400.0,False
1203140233522044896,222,88,282.0,650.0,471.45885900900896,506.0,605.0,427.0,False
12067632,74,34,580.0,900.0,721.1063067567568,720.0,720.0,580.0,False
1207335703563012811,211,82,427.0,523.0,434.22709317535544,427.0,457.0,523.0,False
1207338410880339003,227,86,427.0,523.0,435.0734215859031,427.0,429.0,523.0,False
1207383031689344642,192,76,400.0,900.0,674.9166666666666,800.0,800.0,400.0,False
1207864392976162235,230,98,350.0,900.0,554.8304347826087,600.0,900.0,350.0,False
1207881809440158991,235,92,427.0,523.0,434.6496455319149,427.0,427.0,523.0,False
1207940918769840398,195,77,333.0,523.0,399.22906,382.0,430.0,523.0,False
1207992119242235910,221,89,330.0,523.0,390.0867271493213,374.5,476.0,523.0,False
1208704132667695539,241,95,564.0,802.0,616.2873443983402,600.0,732.0,575.0,False
1208718899534488031,223,90,427.0,523.0,435.0926757847534,427.0,427.0,523.0,False
1208735754877396448,208,83,427.0,523.0,433.66346153846155,427.0,427.0,523.0,False
1208746927423730353,203,79,330.0,523.0,394.4072251231527,379.0,457.0,523.0,False
1208757710030861160,206,87,330.0,523.0,389.2944985436893,372.0,407.0,523.0,False
1208757855935244741,200,82,330.0,523.0,393.9708335,374.5,457.0,523.0,False
1209010210831577821,77,77,1000.0,1531.6666,1082.6623376623377,1000.0,1500.0,1000.0,False
1213824251801309412,187,72,680.0,2468.0,1125.2098930481284,993.0,1430.0,1683.0,True
1214464056304542513,203,87,508.5,990.0,711.8830049261084,668.6667,727.0,784.0,False
1216602433904805187,204,85,418.0,902.0,600.348856372549,607.0,674.0,660.0,False
1218889785346856352,30,30,505.0,813.0,574.7,505.0,708.0,813.0,False
1219597802580113056,191,78,418.0,902.0,602.279232460733,607.0,431.0,660.0,False
1219655958873769070,194,84,508.5,990.0,709.1632304123711,660.16665,727.0,773.3333,False
1226846054624436877,210,93,508.5,990.0,714.6511904761904,693.0,792.0,773.3333,False
1226856286781952840,214,86,508.5,990.0,720.3633177570093,729.5,792.0,773.3333,False
1229942592150628971,25,25,195.0,949.0,342.34,220.0,200.0,195.0,False
1233370107101543516,136,60,352.0,577.0,409.8952205882353,380.5,452.0,523.0,False
1233973103621276698,155,69,317.0,523.0,398.7967741935484,383.0,317.0,523.0,False
1233994658216308874,141,61,292.0,662.0,410.6914893617021,377.0,334.0,523.0,False
1234084273027568746,144,60,293.0,541.0,399.98726875,376.0,360.0,523.0,False
12359560,100,51,550.0,950.0,700.336661,602.5,950.0,946.3333,False
1236367599770739400,59,59,450.0,600.0,579.1864406779661,600.0,450.0,600.0,False
1238321506456103932,198,76,528.0,1087.0,760.2575757575758,770.0,868.0,825.0,False
1242002119123644781,90,90,5500.0,6000.0,5622.6611111111115,5500.0,6000.0,6000.0,True
1242713378625026725,206,83,440.0,902.0,636.9579281553398,660.0,539.0,660.0,False
1247028916537033972,75,75,1700.0,2133.0,1761.7733333333333,1700.0,2000.0,1700.0,False
1248514191377483703,214,87,282.0,990.0,525.7079439252336,495.0,544.0,935.0,False
1248685472424986601,38,38,223.0,371.0,292.2368421052632,280.5,340.0,322.0,False
12490354,63,63,600.0,799.0,748.5075777777778,749.0,749.0,600.0,False
1249371220066552412,180,69,418.0,902.0,598.2648155555556,599.0,674.0,660.0,False
1249385754807434824,192,78,418.0,902.0,600.5720489583333,607.0,782.0,660.0,False
1249919049392818339,222,91,418.0,1045.0,602.7856608108108,545.0,784.0,880.0,False
1250122800440869898,154,85,528.0,1087.0,806.422077922078,887.125,891.0,528.0,False
1254384361135492137,226,86,396.0,1155.0,638.1924778761062,604.0,732.0,770.0,False
1254489827996538747,74,74,800.0,1470.0,1238.6441432432432,1190.0,1387.0,800.0,False
1257312272803306995,210,82,418.0,792.0,558.9984128571429,545.0,660.0,715.0,False
1259534245145609058,143,60,330.0,900.0,444.06282027972026,384.0,411.0,523.0,False
1260073533686146608,187,76,317.0,900.0,437.0,377.0,396.0,523.0,False
1262982199583014782,197,83,528.0,1087.0,754.6294416243654,703.3333,727.0,825.0,False
1263128865886946817,235,93,418.0,802.0,592.0514187234043,607.0,674.0,575.0,False
1264729892004302735,35,35,405.0,531.0,455.84,450.0,405.0,450.0,False
1265161823691467042,206,82,440.0,902.0,640.358413592233,660.0,674.0,660.0,False
1265295313956605287,203,79,363.0,523.0,397.36165862068964,372.0,476.0,523.0,False
1265370363028714118,201,84,363.0,569.0,399.53855721393035,382.0,457.0,523.0,False
1266717192483343855,62,62,550.0,900.0,600.0,550.0,650.0,550.0,False
1267332355220608617,69,69,550.0,850.0,668.5797101449275,699.0,715.0,550.0,False
1268755217310742256,37,37,720.0,800.0,791.3513513513514,800.0,720.0,800.0,False
1268889705366032062,128,65,1000.0,1162.0,1005.0625,1000.0,1000.0,1000.0,False
1269623861253689862,154,65,293.0,581.0,407.3966448051948,380.0,380.0,523.0,False
1269636598524749154,188,76,317.0,523.0,392.74024840425534,374.5,380.0,523.0,False
1271171762063321920,56,56,350.0,1200.0,581.25,650.0,650.0,500.0,False
1272260793182499350,45,45,405.0,614.0,569.5251853333333,582.0,614.0,582.0,False
1272537775161574422,139,56,359.0,1100.0,566.3597122302158,495.0,523.0,770.0,False
1274055523929375490,224,91,418.0,1045.0,606.8991816964286,545.0,770.0,880.0,False
1274533646308060247,226,86,396.0,1155.0,625.2028017699115,601.25,697.0,770.0,False
1274679812745645557,210,88,418.0,902.0,594.6753971428572,607.0,539.0,660.0,False
1276789839775235217,43,43,150.0,650.0,430.06976744186045,500.0,500.0,200.0,False
1277103969415516416,54,54,423.0,506.0,454.006172962963,470.0,423.0,470.0,False
1277671971539993475,30,30,250.0,480.0,281.9166666666667,273.5,480.0,275.0,False
1280559161534348023,210,86,550.0,902.0,626.4492066666667,597.83335,674.0,660.0,False
1282577030741754149,182,72,293.0,523.0,398.86630054945056,382.0,380.0,523.0,False
1282585098065467787,167,65,293.0,523.0,399.4261479041916,382.0,366.0,523.0,False
1283982403734255309,169,67,418.0,902.0,593.4635112426035,586.6667,701.0,660.0,False
1284110666632259028,190,77,418.0,902.0,600.6614042105264,600.0,539.0,660.0,False
1285538056394050628,249,97,508.5,1584.0,1079.0913654618473,1320.0,1320.0,784.0,False
1286394668026043637,85,85,1500.0,3116.0,2028.7058823529412,2000.0,2640.0,1500.0,True
1292815457899461748,149,72,508.5,1719.0,717.8842281879195,644.0,713.0,867.0,False
12931525,110,46,350.0,700.0,417.57272672727265,400.0,360.0,450.0,False
1297930390704189766,205,85,396.0,1045.0,596.7044717073171,545.0,660.0,880.0,False
1297930815921503919,199,76,582.5,1524.0,930.051088442211,871.0,1033.0,1045.0,False
1303745304497797235,213,85,508.5,990.0,714.5645539906103,691.0,762.0,784.0,False
1304403734260231676,242,101,352.0,990.0,643.0599173553719,641.625,836.0,836.0,False
1304433283397417052,170,66,836.0,1672.0,1105.9441176470589,967.25,1210.0,1320.0,False
1307990676918354925,226,87,418.0,902.0,605.7382008849557,607.0,674.0,660.0,False
1311575286815584867,82,82,589.0,1567.0,790.9603670731708,753.0,1567.0,988.0,False
1312949509621922876,213,86,396.0,1155.0,647.1384976525821,627.0,770.0,770.0,False
1313064371372817918,252,98,880.0,1100.0,976.031746031746,880.0,1100.0,880.0,False
1314095834089788250,78,78,700.0,1146.6666,794.9188051282051,800.0,747.0,800.0,False
1315954985293478319,260,102,418.0,1320.0,811.6538461538462,950.0,1056.0,660.0,False
1317427472349939673,91,91,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,False
1318315111310867765,81,81,663.0,1200.0,752.7510283950617,700.0,663.0,830.0,False
1318376138623084691,85,85,760.0,833.0,785.413725882353,786.6667,800.0,776.0,False
1320994692912931266,248,99,858.0,1430.0,1087.4173387096773,865.0,1045.0,1430.0,False
1320995339425720277,202,87,523.0,1648.3334,742.5435648514851,672.0,979.0,784.0,False
1321022086036905023,234,91,770.0,1430.0,899.7364675213676,858.0,1045.0,1024.0,False
1321134786322096510,214,88,419.0,1672.0,724.5619158878504,634.0,693.0,1100.0,False
1329787295308110610,71,71,935.0,935.0,935.0,935.0,935.0,935.0,False
1333504785474035960,82,82,484.0,691.0,588.6463414634146,616.0,616.0,660.0,False
13522176,32,32,1500.0,3900.0,2397.796875,2300.0,2300.0,1500.0,True
14872547,64,64,450.0,880.0,613.26953125,690.75,730.0,450.0,False
14884678,71,42,550.0,595.0,577.887323943662,595.0,595.0,550.0,False
15024197,18,18,800.0,800.0,800.0,800.0,800.0,800.0,False
15500038,208,88,345.0,750.0,508.6462341346154,428.2,750.0,380.0,False
15523493,148,58,390.0,1000.0,671.5625,800.0,1000.0,390.0,False
15549803,104,45,490.0,1490.0,775.5673076923077,490.0,1490.0,490.0,False
15732070,100,63,750.0,790.0,769.668333,766.5,790.0,750.0,False
15754075,111,37,600.0,950.0,682.1801783783783,600.0,950.0,600.0,False
15791567,35,35,500.0,700.0,580.0,550.0,700.0,500.0,False
15909831,189,78,600.0,870.0,752.6269846560847,790.0,870.0,600.0,False
15934309,174,70,680.0,1000.0,806.0862068965517,790.0,830.0,680.0,False
15980018,39,22,400.0,400.0,400.0,400.0,400.0,400.0,False
15980108,39,39,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,False
16017693,108,36,455.0,1300.0,867.3321000000001,910.0,1021.0,455.0,False
16105751,72,31,250.0,500.0,273.2916666666667,250.0,500.0,250.0,False
16177778,232,92,600.0,1000.0,757.701724137931,810.0,1000.0,600.0,False
16253828,192,73,1500.0,1819.3334,1605.1979166666667,1610.6666,1766.0,1666.0,False
16270332,54,54,800.0,1000.0,896.2962962962963,900.0,900.0,1000.0,False
16321793,193,74,450.0,750.0,530.9430051813472,450.0,650.0,450.0,False
16350860,65,65,380.0,703.0,603.9346153846154,653.0,663.0,380.0,False
16451544,66,31,500.0,500.0,500.0,500.0,500.0,500.0,False
16527828,87,87,980.0,1311.5,1055.7931034482758,1050.0,1190.0,980.0,False
16570256,47,47,336.85715,580.8571,497.8892123404255,523.0,405.0,336.85715,False
16586622,165,80,400.0,880.0,636.817373939394,600.0,800.0,560.0,False
16618715,215,88,620.0,1203.25,791.5941860465116,790.0,700.0,700.0,False
16644316,67,67,650.0,1150.0,818.2388059701492,770.0,1150.0,650.0,False
16662563,186,62,1728.0,1728.0,1728.0,1728.0,1728.0,1728.0,False
16730935,89,89,250.0,250.0,250.0,250.0,250.0,250.0,False
16992951,172,71,450.0,1100.0,644.9651162790698,500.0,990.0,450.0,False
17013106,59,59,1500.0,2500.0,1770.3389830508474,1500.0,2500.0,1500.0,True
17034886,46,46,446.0,1685.0,832.75,446.0,1188.0,446.0,False
17294276,90,47,700.0,1650.0,992.68889,850.0,1000.0,700.0,False
17511306,62,62,850.0,1280.0,1007.8548387096774,1100.0,1100.0,850.0,False
17570590,114,68,1158.0,2320.5,1560.2456140350878,1574.0,1830.0,1532.0,True
18395333,166,64,500.0,800.0,611.8915662650602,600.0,800.0,500.0,False
18505349,65,30,536.0,699.0,634.5076923076923,650.0,658.0,575.0,False
18506998,41,20,350.0,457.0,373.4878048780488,350.0,457.0,350.0,False
18735821,44,44,250.0,277.0,250.61363636363637,250.0,250.0,250.0,False
1977915,159,67,700.0,1300.0,864.3805037735849,850.0,1000.0,943.75,False
20555680,19,19,200.0,200.0,200.0,200.0,200.0,200.0,False
20618105,127,44,600.0,750.0,649.4862763779528,634.3333,680.0,750.0,False
20863370,18,18,500.0,535.0,507.93055555555554,500.0,533.0,500.0,False
20943549,160,65,250.0,600.0,425.261874875,400.0,600.0,277.6,False
21025393,81,36,650.0,900.0,740.7201641975308,750.0,750.0,750.0,False
21077682,110,57,590.0,1394.6666,791.9090900000001,670.3333,1090.0,590.0,False
21091876,231,91,700.0,900.0,767.8160173160173,700.0,900.0,900.0,False
21103486,168,66,180.0,570.0,357.3311225595238,350.0,540.0,180.0,False
21103807,71,71,600.0,2000.0,1081.6901408450703,1450.0,1450.0,600.0,False
21280090,158,64,765.0,975.0,825.9509493670886,850.0,975.0,850.0,False
21295667,132,53,450.0,1000.0,679.2234837878788,517.0,820.0,1000.0,False
21324331,93,34,503.0,1109.0,797.9677419354839,802.0,802.0,503.0,False
21397811,185,68,500.0,1100.0,710.9806302702702,600.0,900.0,500.0,False
21436592,67,67,490.0,690.0,528.8059701492538,490.0,490.0,490.0,False
21454457,29,15,130.0,320.0,211.6551724137931,172.0,320.0,172.0,False
21545686,180,72,269.0,420.0,321.54055555555556,269.0,380.0,269.0,False
21552865,85,29,650.0,825.0,739.964705882353,750.0,750.0,800.0,False
21607605,47,47,650.0,1200.0,779.0921978723404,650.0,1000.0,650.0,False
21632405,119,53,359.5,816.0,505.2117655462185,408.0,656.0,380.0,False
21662762,90,36,120.0,510.0,317.9222222222222,300.0,500.0,190.0,False
21695053,213,82,664.0,990.0,757.6960093896714,720.0,880.0,855.0,False
21734892,168,68,520.0,1110.0,792.4940476190476,800.0,850.0,800.0,False
21743476,56,56,580.0,943.3333,692.08295,650.0,653.0,689.0,False
21780661,63,63,300.0,600.0,478.25396825396825,600.0,340.0,600.0,False
22047595,153,60,500.0,1450.0,700.8376901960784,620.0,650.0,869.0,False
22190101,111,46,250.0,400.0,277.5527778378378,250.0,400.0,250.0,False
22191680,208,80,195.0,800.0,460.52884615384613,400.0,700.0,195.0,False
22223346,28,28,450.0,720.0,592.25,590.0,720.0,450.0,False
22231120,80,80,315.0,423.0,334.46041675000004,341.0,350.0,350.0,False
22243318,111,52,480.0,580.0,550.6666666666666,580.0,580.0,480.0,False
22245880,170,72,1046.0,1978.3334,1334.3490235294119,1220.5,1634.0,1316.3334,False
22306996,56,30,155.0,269.0,216.5238092857143,250.0,250.0,155.0,False
22307401,27,27,390.0,450.0,405.18518518518516,400.0,450.0,390.0,False
22335276,67,67,600.0,930.0,713.114428358209,800.0,800.0,697.0,False
22383070,40,40,250.0,450.0,321.2958335,250.0,450.0,250.0,False
22421016,27,9,800.0,880.0,806.1358037037038,800.0,820.0,800.0,False
22421421,131,56,347.0,980.0,434.98854961832063,347.0,850.0,446.0,False
22421606,120,47,333.0,1044.0,440.8,361.0,840.0,333.0,False
22428497,40,40,299.0,299.0,299.0,299.0,299.0,299.0,False
22514231,36,36,300.0,600.0,400.0,300.0,600.0,300.0,False
22648075,65,65,337.66666,539.0,396.66153846153844,348.0,539.0,348.0,False
22739656,181,74,1080.0,1590.0,1243.655617679558,1280.0,1590.0,1100.0,False
22810332,168,65,480.0,487.8,480.0464285714286,480.0,480.0,480.0,False
22901902,238,92,700.0,900.0,721.0091042016807,700.0,790.0,700.0,False
23023313,177,68,350.0,877.0,549.1101694915254,650.0,650.0,550.0,False
23068512,19,19,500.0,700.0,636.9473684210526,700.0,700.0,500.0,False
23078040,54,54,600.0,800.0,774.074074074074,800.0,600.0,800.0,False
23108026,74,74,590.0,1000.0,679.3243243243244,590.0,760.0,590.0,False
23263225,11,11,270.0,300.0,286.40909090909093,283.0,283.0,300.0,False
23299596,36,36,345.0,891.0,612.4444444444445,553.0,723.0,345.0,False
23343001,211,71,450.0,700.0,568.4976303317535,600.0,700.0,450.0,False
23390752,78,78,1299.0,1699.0,1377.2948717948718,1350.0,1299.0,1350.0,False
23779860,32,32,300.0,700.0,406.25,300.0,700.0,525.0,False
23787711,90,90,400.0,400.0,400.0,400.0,400.0,400.0,False
24171739,56,31,357.0,840.0,451.6607142857143,416.0,840.0,400.0,False
25104649,112,57,410.0,1100.0,714.9017857142857,890.0,1100.0,410.0,False
25165914,232,87,300.0,800.0,617.3081896551724,700.0,800.0,700.0,False
